timestamp,Frequency 1,Frequency 2,Frequency 3,Frequency 4,Driven Avg Wheel Speed,Non-Driven Avg Wheel Speed,Ignition Compensation,Ignition Cut Percentage,RPM,TPS,Fuel Open Time,Ignition Angle,Driven Wheel Speed #1,Driven Wheel Speed #2,Non-Driven Wheel Speed #1,Non-Driven Wheel Speed #2,Barometer,MAP,Lambda,Pressure Type,Battery Volt,Air Temp,Coolant Temp,Temp Type,Analog Input #1,Analog Input #2,Analog Input #3,Analog Input #4,Analog Input #5,Analog Input #6,Analog Input #7,Analog Input #8
1721153404.2758906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2123.0,1.9,1.76,5.6,0.0,0.0,0.0,0.0,14.7,12.68,0.99,KPA,14.2,107.8,196.0,C,1.64,2.3,0.01,0.61,0.01,1.05,0.01,0.04
1721153404.2849636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2123.0,1.9,1.76,5.6,0.0,0.0,0.0,0.0,14.7,12.68,0.99,KPA,14.2,107.8,196.0,C,1.64,2.3,0.01,0.61,0.01,1.05,0.01,0.04
1721153404.2949827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2123.0,1.9,1.76,5.6,0.0,0.0,0.0,0.0,14.7,12.68,0.99,KPA,14.2,107.8,196.0,C,1.64,2.3,0.01,0.61,0.01,1.05,0.01,0.04
1721153404.295561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2123.0,1.9,1.76,5.6,0.0,0.0,0.0,0.0,14.7,12.68,0.99,KPA,14.2,107.8,196.0,C,1.64,2.3,0.01,0.61,0.01,1.05,0.01,0.04
1721153404.3059464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997.0,1.9,1.76,5.0,0.0,0.0,0.0,0.0,14.7,12.68,0.99,KPA,14.2,107.8,196.0,C,1.64,2.3,0.01,0.61,0.01,1.05,0.01,0.04
1721153404.3065472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997.0,1.9,1.76,5.0,0.0,0.0,0.0,0.0,14.7,12.68,0.99,KPA,14.2,107.8,196.0,C,1.64,2.3,0.01,0.61,0.01,1.05,0.01,0.04
1721153404.3149617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997.0,1.9,1.76,5.0,0.0,0.0,0.0,0.0,14.7,12.44,0.99,KPA,14.2,107.8,196.0,C,1.64,2.3,0.01,0.61,0.01,1.05,0.01,0.04
1721153404.3549483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2077.0,1.9,1.77,5.0,0.0,0.0,0.0,0.0,14.7,12.44,0.99,KPA,14.2,107.8,196.0,C,1.64,2.3,0.01,0.61,0.01,1.05,0.01,0.04
1721153404.3649633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2077.0,1.9,1.77,5.0,0.0,0.0,0.0,0.0,14.7,12.65,0.99,KPA,14.2,107.8,196.0,C,1.64,2.3,0.01,0.61,0.01,1.05,0.01,0.04
1721153404.3749478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2077.0,1.9,1.77,5.0,0.0,0.0,0.0,0.0,14.7,12.65,0.99,KPA,14.2,107.8,196.0,C,1.61,2.3,0.01,0.61,0.01,1.05,0.01,0.04
1721153404.384971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2077.0,1.9,1.77,5.0,0.0,0.0,0.0,0.0,14.7,12.65,0.99,KPA,14.2,107.8,196.0,C,1.61,2.3,0.01,0.61,0.01,1.05,0.01,0.04
1721153404.3949695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2077.0,1.9,1.77,5.0,0.0,0.0,0.0,0.0,14.7,12.65,0.99,KPA,14.2,107.8,196.0,C,1.61,2.3,0.01,0.61,0.01,1.05,0.01,0.04
1721153404.3955622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2077.0,1.9,1.77,5.0,0.0,0.0,0.0,0.0,14.7,12.65,0.99,KPA,14.2,107.8,196.0,C,1.61,2.3,0.01,0.61,0.01,1.05,0.01,0.04
1721153404.404968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970.0,1.9,1.77,5.0,0.0,0.0,0.0,0.0,14.7,12.65,0.99,KPA,14.2,107.8,196.0,C,1.61,2.3,0.01,0.61,0.01,1.05,0.01,0.04
1721153404.4055338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970.0,1.9,1.77,5.0,0.0,0.0,0.0,0.0,14.7,12.65,0.99,KPA,14.2,107.8,196.0,C,1.61,2.3,0.01,0.61,0.01,1.05,0.01,0.04
1721153404.4149506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970.0,1.9,1.77,5.0,0.0,0.0,0.0,0.0,14.7,12.79,0.99,KPA,14.2,107.8,196.0,C,1.61,2.3,0.01,0.61,0.01,1.05,0.01,0.04
1721153404.4549658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.9,1.77,7.0,0.0,0.0,0.0,0.0,14.7,12.79,0.99,KPA,14.2,107.8,196.0,C,1.61,2.3,0.01,0.61,0.01,1.05,0.01,0.04
1721153404.4649596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.9,1.77,7.0,0.0,0.0,0.0,0.0,14.7,12.59,0.99,KPA,14.2,107.8,196.0,C,1.61,2.3,0.01,0.61,0.01,1.05,0.01,0.04
1721153404.4749439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.9,1.77,7.0,0.0,0.0,0.0,0.0,14.7,12.59,0.99,KPA,14.2,107.8,196.0,C,1.58,2.3,0.01,0.62,0.01,1.05,0.01,0.04
1721153404.484986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.9,1.77,7.0,0.0,0.0,0.0,0.0,14.7,12.59,0.99,KPA,14.2,107.8,196.0,C,1.58,2.3,0.01,0.62,0.01,1.05,0.01,0.04
1721153404.4949594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.9,1.77,7.0,0.0,0.0,0.0,0.0,14.7,12.59,0.99,KPA,14.2,107.8,196.0,C,1.58,2.3,0.01,0.62,0.01,1.05,0.01,0.04
1721153404.4955492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,1.9,1.77,7.0,0.0,0.0,0.0,0.0,14.7,12.59,0.99,KPA,14.2,107.8,196.0,C,1.58,2.3,0.01,0.62,0.01,1.05,0.01,0.04
1721153404.5049415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1931.0,1.9,1.77,7.0,0.0,0.0,0.0,0.0,14.7,12.59,0.99,KPA,14.2,107.8,196.0,C,1.58,2.3,0.01,0.62,0.01,1.05,0.01,0.04
1721153404.5055275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1931.0,1.9,1.77,7.0,0.0,0.0,0.0,0.0,14.7,12.59,0.99,KPA,14.2,107.8,196.0,C,1.58,2.3,0.01,0.62,0.01,1.05,0.01,0.04
1721153404.5149474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1931.0,1.9,1.77,7.0,0.0,0.0,0.0,0.0,14.7,12.64,0.99,KPA,14.2,107.8,196.0,C,1.58,2.3,0.01,0.62,0.01,1.05,0.01,0.04
1721153404.5549455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2038.0,1.9,1.78,7.0,0.0,0.0,0.0,0.0,14.7,12.64,0.99,KPA,14.2,107.8,196.0,C,1.58,2.3,0.01,0.62,0.01,1.05,0.01,0.04
1721153404.564963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2038.0,1.9,1.78,7.0,0.0,0.0,0.0,0.0,14.7,12.73,0.99,KPA,14.2,107.8,196.0,C,1.58,2.3,0.01,0.62,0.01,1.05,0.01,0.04
1721153404.575105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2038.0,1.9,1.78,7.0,0.0,0.0,0.0,0.0,14.7,12.73,0.99,KPA,14.2,107.8,196.0,C,1.57,2.3,0.01,0.62,0.01,1.05,0.01,0.04
1721153404.584961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2038.0,1.9,1.78,7.0,0.0,0.0,0.0,0.0,14.7,12.73,0.99,KPA,14.2,107.8,196.0,C,1.57,2.3,0.01,0.62,0.01,1.05,0.01,0.04
1721153404.5949543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2038.0,1.9,1.78,7.0,0.0,0.0,0.0,0.0,14.7,12.73,0.99,KPA,14.2,107.8,196.0,C,1.57,2.3,0.01,0.62,0.01,1.05,0.01,0.04
1721153404.5955446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2038.0,1.9,1.78,7.0,0.0,0.0,0.0,0.0,14.7,12.73,0.99,KPA,14.2,107.8,196.0,C,1.57,2.3,0.01,0.62,0.01,1.05,0.01,0.04
1721153404.6054864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1975.0,1.9,1.77,7.0,0.0,0.0,0.0,0.0,14.7,12.73,0.99,KPA,14.2,107.8,196.0,C,1.57,2.3,0.01,0.62,0.01,1.05,0.01,0.04
1721153404.6060781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1975.0,1.9,1.77,7.0,0.0,0.0,0.0,0.0,14.7,12.73,0.99,KPA,14.2,107.8,196.0,C,1.57,2.3,0.01,0.62,0.01,1.05,0.01,0.04
1721153404.6149426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1975.0,1.9,1.77,7.0,0.0,0.0,0.0,0.0,14.7,12.73,0.99,KPA,14.2,107.8,196.0,C,1.57,2.3,0.01,0.62,0.01,1.05,0.01,0.04
1721153404.6549363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1945.0,1.9,1.77,9.3,0.0,0.0,0.0,0.0,14.7,12.73,0.99,KPA,14.2,107.8,196.0,C,1.57,2.3,0.01,0.62,0.01,1.05,0.01,0.04
1721153404.6649404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1945.0,1.9,1.77,9.3,0.0,0.0,0.0,0.0,14.7,12.53,0.99,KPA,14.2,107.8,196.0,C,1.57,2.3,0.01,0.62,0.01,1.05,0.01,0.04
1721153404.6749358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1945.0,1.9,1.77,9.3,0.0,0.0,0.0,0.0,14.7,12.53,0.99,KPA,14.2,107.8,196.0,C,1.52,2.3,0.01,0.61,0.01,1.05,0.01,0.04
1721153404.6849809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1945.0,1.9,1.77,9.3,0.0,0.0,0.0,0.0,14.7,12.53,0.99,KPA,14.2,107.8,196.0,C,1.52,2.3,0.01,0.61,0.01,1.06,0.01,0.04
1721153404.6949558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1945.0,1.9,1.77,9.3,0.0,0.0,0.0,0.0,14.7,12.53,0.99,KPA,14.2,107.8,196.0,C,1.52,2.3,0.01,0.61,0.01,1.06,0.01,0.04
1721153404.695542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1945.0,1.9,1.77,9.3,0.0,0.0,0.0,0.0,14.7,12.53,0.99,KPA,14.2,107.8,196.0,C,1.52,2.3,0.01,0.61,0.01,1.06,0.01,0.04
1721153404.7050092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1943.0,1.9,1.76,9.3,0.0,0.0,0.0,0.0,14.7,12.53,0.99,KPA,14.2,107.8,196.0,C,1.52,2.3,0.01,0.61,0.01,1.06,0.01,0.04
1721153404.7055469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1943.0,1.9,1.76,9.3,0.0,0.0,0.0,0.0,14.7,12.53,0.99,KPA,14.2,107.8,196.0,C,1.52,2.3,0.01,0.61,0.01,1.06,0.01,0.04
1721153404.714964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1943.0,1.9,1.76,9.3,0.0,0.0,0.0,0.0,14.7,12.83,0.99,KPA,14.2,107.8,196.0,C,1.52,2.3,0.01,0.61,0.01,1.06,0.01,0.04
1721153404.7549481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,1.9,1.77,9.3,0.0,0.0,0.0,0.0,14.7,12.83,0.99,KPA,14.2,107.8,196.0,C,1.52,2.3,0.01,0.61,0.01,1.06,0.01,0.04
1721153404.7649436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,1.9,1.77,9.3,0.0,0.0,0.0,0.0,14.7,12.81,0.99,KPA,14.2,107.8,196.0,C,1.52,2.3,0.01,0.61,0.01,1.06,0.01,0.04
1721153404.7749364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,1.9,1.77,9.3,0.0,0.0,0.0,0.0,14.7,12.81,0.99,KPA,14.2,107.8,196.0,C,1.53,2.3,0.01,0.61,0.01,1.06,0.01,0.04
1721153404.784964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,1.9,1.77,9.3,0.0,0.0,0.0,0.0,14.7,12.81,0.99,KPA,14.2,107.8,196.0,C,1.53,2.3,0.01,0.61,0.01,1.05,0.01,0.04
1721153404.7949703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,1.9,1.77,9.3,0.0,0.0,0.0,0.0,14.7,12.81,0.99,KPA,14.2,107.8,196.0,C,1.53,2.3,0.01,0.61,0.01,1.05,0.01,0.04
1721153404.7955532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0,1.9,1.77,9.3,0.0,0.0,0.0,0.0,14.7,12.81,0.99,KPA,14.2,107.8,196.0,C,1.53,2.3,0.01,0.61,0.01,1.05,0.01,0.04
1721153404.804968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1924.0,1.9,1.76,9.3,0.0,0.0,0.0,0.0,14.7,12.81,0.99,KPA,14.2,107.8,196.0,C,1.53,2.3,0.01,0.61,0.01,1.05,0.01,0.04
1721153404.8055189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1924.0,1.9,1.76,9.3,0.0,0.0,0.0,0.0,14.7,12.81,0.99,KPA,14.2,107.8,196.0,C,1.53,2.3,0.01,0.61,0.01,1.05,0.01,0.04
1721153404.8149474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1924.0,1.9,1.76,9.3,0.0,0.0,0.0,0.0,14.7,12.77,0.99,KPA,14.2,107.8,196.0,C,1.53,2.3,0.01,0.61,0.01,1.05,0.01,0.04
1721153404.8549347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1966.0,2.0,1.77,11.1,0.0,0.0,0.0,0.0,14.7,12.77,0.99,KPA,14.2,107.8,196.0,C,1.53,2.3,0.01,0.61,0.01,1.05,0.01,0.04
1721153404.8649292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1966.0,2.0,1.77,11.1,0.0,0.0,0.0,0.0,14.7,12.73,0.99,KPA,14.2,107.8,196.0,C,1.53,2.3,0.01,0.61,0.01,1.05,0.01,0.04
1721153404.874933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1966.0,2.0,1.77,11.1,0.0,0.0,0.0,0.0,14.7,12.73,0.99,KPA,14.2,107.8,196.0,C,1.54,2.3,0.01,0.62,0.01,1.05,0.01,0.04
1721153404.884932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1966.0,2.0,1.77,11.1,0.0,0.0,0.0,0.0,14.7,12.73,0.99,KPA,14.2,107.8,196.0,C,1.54,2.3,0.01,0.62,0.01,1.06,0.01,0.04
1721153404.8949544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1966.0,2.0,1.77,11.1,0.0,0.0,0.0,0.0,14.7,12.73,0.99,KPA,14.2,107.8,196.0,C,1.54,2.3,0.01,0.62,0.01,1.06,0.01,0.04
1721153404.8955393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1966.0,2.0,1.77,11.1,0.0,0.0,0.0,0.0,14.7,12.73,0.99,KPA,14.2,107.8,196.0,C,1.54,2.3,0.01,0.62,0.01,1.06,0.01,0.04
1721153404.9049191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1973.0,1.9,1.77,11.1,0.0,0.0,0.0,0.0,14.7,12.73,0.99,KPA,14.2,107.8,196.0,C,1.54,2.3,0.01,0.62,0.01,1.06,0.01,0.04
1721153404.9055054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1973.0,1.9,1.77,11.1,0.0,0.0,0.0,0.0,14.7,12.73,0.99,KPA,14.2,107.8,196.0,C,1.54,2.3,0.01,0.62,0.01,1.06,0.01,0.04
1721153404.9149318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1973.0,1.9,1.77,11.1,0.0,0.0,0.0,0.0,14.7,12.84,0.99,KPA,14.2,107.8,196.0,C,1.54,2.3,0.01,0.62,0.01,1.06,0.01,0.04
1721153404.9549134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1971.0,1.9,1.77,11.1,0.0,0.0,0.0,0.0,14.7,12.84,0.99,KPA,14.2,107.8,196.0,C,1.54,2.3,0.01,0.62,0.01,1.06,0.01,0.04
1721153404.9649336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1971.0,1.9,1.77,11.1,0.0,0.0,0.0,0.0,14.7,12.79,0.99,KPA,14.2,107.8,196.0,C,1.54,2.3,0.01,0.62,0.01,1.06,0.01,0.04
1721153404.9749718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1971.0,1.9,1.77,11.1,0.0,0.0,0.0,0.0,14.7,12.79,0.99,KPA,14.2,107.8,196.0,C,1.6,2.3,0.01,0.62,0.01,1.06,0.01,0.04
1721153404.9849367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1971.0,1.9,1.77,11.1,0.0,0.0,0.0,0.0,14.7,12.79,0.99,KPA,14.2,107.8,196.0,C,1.6,2.3,0.01,0.62,0.01,1.05,0.01,0.04
1721153404.9949603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1971.0,1.9,1.77,11.1,0.0,0.0,0.0,0.0,14.7,12.79,0.99,KPA,14.2,107.8,196.0,C,1.6,2.3,0.01,0.62,0.01,1.05,0.01,0.04
1721153404.9955323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1971.0,1.9,1.77,11.1,0.0,0.0,0.0,0.0,14.7,12.79,0.99,KPA,14.2,107.8,196.0,C,1.6,2.3,0.01,0.62,0.01,1.05,0.01,0.04
1721153405.0056708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1952.0,1.9,1.77,9.3,0.0,0.0,0.0,0.0,14.7,12.79,0.99,KPA,14.2,107.8,196.0,C,1.6,2.3,0.01,0.62,0.01,1.05,0.01,0.04
1721153405.0062976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1952.0,1.9,1.77,9.3,0.0,0.0,0.0,0.0,14.7,12.79,0.99,KPA,14.2,107.8,196.0,C,1.6,2.3,0.01,0.62,0.01,1.05,0.01,0.04
1721153405.0149202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1952.0,1.9,1.77,9.3,0.0,0.0,0.0,0.0,14.7,12.6,0.99,KPA,14.2,107.8,196.0,C,1.6,2.3,0.01,0.62,0.01,1.05,0.01,0.04
1721153405.0549247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1899.0,1.9,1.77,9.3,0.0,0.0,0.0,0.0,14.7,12.6,0.99,KPA,14.2,107.8,196.0,C,1.6,2.3,0.01,0.62,0.01,1.05,0.01,0.04
1721153405.0649216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1899.0,1.9,1.77,9.3,0.0,0.0,0.0,0.0,14.7,12.52,0.99,KPA,14.2,107.8,196.0,C,1.6,2.3,0.01,0.62,0.01,1.05,0.01,0.04
1721153405.0749223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1899.0,1.9,1.77,9.3,0.0,0.0,0.0,0.0,14.7,12.52,0.99,KPA,14.2,107.8,196.0,C,1.56,2.3,0.01,0.61,0.01,1.05,0.01,0.04
1721153405.084924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1899.0,1.9,1.77,9.3,0.0,0.0,0.0,0.0,14.7,12.52,0.99,KPA,14.2,107.8,196.0,C,1.56,2.3,0.01,0.61,0.01,1.06,0.01,0.04
1721153405.0949435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1899.0,1.9,1.77,9.3,0.0,0.0,0.0,0.0,14.7,12.52,0.99,KPA,14.2,107.8,196.0,C,1.56,2.3,0.01,0.61,0.01,1.06,0.01,0.04
1721153405.095532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1899.0,1.9,1.77,9.3,0.0,0.0,0.0,0.0,14.7,12.52,0.99,KPA,14.2,107.8,196.0,C,1.56,2.3,0.01,0.61,0.01,1.06,0.01,0.04
1721153405.1049118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1971.0,2.0,1.77,9.3,0.0,0.0,0.0,0.0,14.7,12.52,0.99,KPA,14.2,107.8,196.0,C,1.56,2.3,0.01,0.61,0.01,1.06,0.01,0.04
1721153405.1054947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1971.0,2.0,1.77,9.3,0.0,0.0,0.0,0.0,14.7,12.52,0.99,KPA,14.2,107.8,196.0,C,1.56,2.3,0.01,0.61,0.01,1.06,0.01,0.04
1721153405.1149354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1971.0,2.0,1.77,9.3,0.0,0.0,0.0,0.0,14.7,12.77,0.99,KPA,14.2,107.8,196.0,C,1.56,2.3,0.01,0.61,0.01,1.06,0.01,0.04
1721153405.1249192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1971.0,2.0,1.77,9.3,0.0,0.0,0.0,0.0,14.7,12.77,0.99,KPA,14.2,107.8,196.0,C,1.56,2.3,0.01,0.61,0.01,1.06,0.01,0.04
1721153405.154928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1981.0,1.9,1.77,9.3,0.0,0.0,0.0,0.0,14.7,12.77,0.99,KPA,14.2,107.8,196.0,C,1.56,2.3,0.01,0.61,0.01,1.06,0.01,0.04
1721153405.1649334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1981.0,1.9,1.77,9.3,0.0,0.0,0.0,0.0,14.7,12.76,0.99,KPA,14.2,107.8,196.0,C,1.56,2.3,0.01,0.61,0.01,1.06,0.01,0.04
1721153405.1749363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1981.0,1.9,1.77,9.3,0.0,0.0,0.0,0.0,14.7,12.76,0.99,KPA,14.2,107.8,196.0,C,1.56,2.3,0.01,0.61,0.01,1.06,0.01,0.04
1721153405.1849413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1981.0,1.9,1.77,9.3,0.0,0.0,0.0,0.0,14.7,12.76,0.99,KPA,14.2,107.8,196.0,C,1.56,2.3,0.01,0.61,0.01,1.05,0.01,0.04
