timestamp,Frequency 1,Frequency 2,Frequency 3,Frequency 4,Driven Avg Wheel Speed,Non-Driven Avg Wheel Speed,Ignition Compensation,Ignition Cut Percentage,RPM,TPS,Fuel Open Time,Ignition Angle,Driven Wheel Speed #1,Driven Wheel Speed #2,Non-Driven Wheel Speed #1,Non-Driven Wheel Speed #2,Barometer,MAP,Lambda,Pressure Type,Analog Input #1,Analog Input #2,Analog Input #3,Analog Input #4,Analog Input #5,Analog Input #6,Analog Input #7,Analog Input #8,Battery Volt,Air Temp,Coolant Temp,Temp Type
1721152435.1075668,,,,,,,,,1765.0,2.0,1.72,14.1,,,,,,,,,,,,,,,,,,,,
1721152435.1081476,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152435.1175709,,,,,,,,,,,,,,,,,14.7,12.88,1.04,KPA,,,,,,,,,,,,
1721152435.1275654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1,100.6,206.8,C
1721152435.157567,,,,,,,,,1842.0,2.0,1.72,16.0,,,,,,,,,,,,,,,,,,,,
1721152435.1675823,,,,,,,,,,,,,,,,,14.7,12.77,1.04,KPA,,,,,,,,,,,,
1721152435.1781495,,,,,,,,,,,,,,,,,,,,,1.44,2.68,0.01,0.51,,,,,,,,
1721152435.1875699,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.55,0.01,0.04,,,,
1721152435.1975906,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152435.198189,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152435.2075634,,,,,,,,,1808.0,2.0,1.72,16.0,,,,,,,,,,,,,,,,,,,,
1721152435.2081473,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152435.2175887,,,,,,,,,,,,,,,,,14.7,12.88,1.04,KPA,,,,,,,,,,,,
1721152435.2575777,,,,,,,,,1764.0,2.0,1.72,16.0,,,,,,,,,,,,,,,,,,,,
1721152435.2675786,,,,,,,,,,,,,,,,,14.7,12.81,1.04,KPA,,,,,,,,,,,,
1721152435.2783058,,,,,,,,,,,,,,,,,,,,,1.47,2.68,0.01,0.51,,,,,,,,
1721152435.287566,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.55,0.01,0.04,,,,
1721152435.2975836,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152435.2981985,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152435.307568,,,,,,,,,1850.0,2.0,1.72,15.0,,,,,,,,,,,,,,,,,,,,
1721152435.308154,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152435.3175683,,,,,,,,,,,,,,,,,14.7,12.81,1.04,KPA,,,,,,,,,,,,
1721152435.3575652,,,,,,,,,1769.0,2.0,1.72,15.0,,,,,,,,,,,,,,,,,,,,
1721152435.3675635,,,,,,,,,,,,,,,,,14.7,12.8,1.04,KPA,,,,,,,,,,,,
1721152435.378933,,,,,,,,,,,,,,,,,,,,,1.42,2.68,0.01,0.51,,,,,,,,
1721152435.3875623,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.55,0.01,0.04,,,,
1721152435.397576,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152435.3981874,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152435.4075472,,,,,,,,,1753.0,2.0,1.72,15.0,,,,,,,,,,,,,,,,,,,,
1721152435.4081333,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152435.4175704,,,,,,,,,,,,,,,,,14.7,12.99,1.04,KPA,,,,,,,,,,,,
1721152435.457566,,,,,,,,,1737.0,2.0,1.72,17.2,,,,,,,,,,,,,,,,,,,,
1721152435.4675481,,,,,,,,,,,,,,,,,14.7,12.92,1.04,KPA,,,,,,,,,,,,
1721152435.4775355,,,,,,,,,,,,,,,,,,,,,1.43,2.68,0.01,0.51,,,,,,,,
1721152435.4875565,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.55,0.01,0.04,,,,
1721152435.497576,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152435.498157,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152435.5075483,,,,,,,,,1783.0,2.0,1.72,17.2,,,,,,,,,,,,,,,,,,,,
1721152435.5081336,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152435.5175648,,,,,,,,,,,,,,,,,14.7,12.87,1.04,KPA,,,,,,,,,,,,
1721152435.557559,,,,,,,,,1730.0,2.0,1.72,17.2,,,,,,,,,,,,,,,,,,,,
1721152435.5675638,,,,,,,,,,,,,,,,,14.7,12.81,1.04,KPA,,,,,,,,,,,,
1721152435.5775564,,,,,,,,,,,,,,,,,,,,,1.45,2.68,0.01,0.51,,,,,,,,
1721152435.587572,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.55,0.01,0.04,,,,
1721152435.5975716,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152435.5981503,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152435.6075628,,,,,,,,,1788.0,2.0,1.72,19.5,,,,,,,,,,,,,,,,,,,,
1721152435.6081445,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152435.6175632,,,,,,,,,,,,,,,,,14.7,12.81,1.04,KPA,,,,,,,,,,,,
1721152435.6575687,,,,,,,,,1806.0,2.0,1.72,19.5,,,,,,,,,,,,,,,,,,,,
1721152435.667551,,,,,,,,,,,,,,,,,14.7,12.79,1.04,KPA,,,,,,,,,,,,
1721152435.6775403,,,,,,,,,,,,,,,,,,,,,1.44,2.68,0.01,0.51,,,,,,,,
1721152435.687548,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.55,0.01,0.04,,,,
1721152435.6975615,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152435.6981442,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152435.7075555,,,,,,,,,1827.0,2.0,1.72,19.5,,,,,,,,,,,,,,,,,,,,
1721152435.7081492,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152435.7175593,,,,,,,,,,,,,,,,,14.7,12.68,1.04,KPA,,,,,,,,,,,,
1721152435.7575607,,,,,,,,,1764.0,2.0,1.72,15.0,,,,,,,,,,,,,,,,,,,,
1721152435.7675688,,,,,,,,,,,,,,,,,14.7,12.77,1.04,KPA,,,,,,,,,,,,
1721152435.7775645,,,,,,,,,,,,,,,,,,,,,1.48,2.68,0.01,0.51,,,,,,,,
1721152435.7875671,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.55,0.01,0.04,,,,
1721152435.7975976,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152435.7981992,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152435.8075721,,,,,,,,,1845.0,2.0,1.72,15.0,,,,,,,,,,,,,,,,,,,,
1721152435.8081355,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152435.8175466,,,,,,,,,,,,,,,,,14.7,12.81,1.04,KPA,,,,,,,,,,,,
1721152435.8575766,,,,,,,,,1784.0,2.0,1.72,15.0,,,,,,,,,,,,,,,,,,,,
1721152435.8675737,,,,,,,,,,,,,,,,,14.7,12.79,1.04,KPA,,,,,,,,,,,,
1721152435.877551,,,,,,,,,,,,,,,,,,,,,1.44,2.68,0.01,0.51,,,,,,,,
1721152435.8875384,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.56,0.01,0.04,,,,
1721152435.8975627,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152435.8981419,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152435.9075398,,,,,,,,,1808.0,2.0,1.72,15.0,,,,,,,,,,,,,,,,,,,,
1721152435.9081166,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152435.9178076,,,,,,,,,,,,,,,,,14.7,12.79,1.04,KPA,,,,,,,,,,,,
1721152435.9575605,,,,,,,,,1779.0,2.0,1.72,17.8,,,,,,,,,,,,,,,,,,,,
1721152435.9675403,,,,,,,,,,,,,,,,,14.7,12.77,1.04,KPA,,,,,,,,,,,,
1721152435.9775229,,,,,,,,,,,,,,,,,,,,,1.46,2.68,0.01,0.51,,,,,,,,
1721152435.987551,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.55,0.01,0.04,,,,
1721152435.997547,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152435.99813,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152436.0075452,,,,,,,,,1856.0,2.0,1.72,17.8,,,,,,,,,,,,,,,,,,,,
1721152436.0081215,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152436.0176132,,,,,,,,,,,,,,,,,14.7,12.75,1.04,KPA,,,,,,,,,,,,
1721152436.057535,,,,,,,,,1752.0,2.0,1.72,17.8,,,,,,,,,,,,,,,,,,,,
1721152436.0675476,,,,,,,,,,,,,,,,,14.7,12.75,1.04,KPA,,,,,,,,,,,,
1721152436.0775452,,,,,,,,,,,,,,,,,,,,,1.48,2.68,0.01,0.51,,,,,,,,
1721152436.087548,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.56,0.01,0.04,,,,
1721152436.097563,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152436.0981412,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152436.1075513,,,,,,,,,1867.0,2.0,1.72,17.8,,,,,,,,,,,,,,,,,,,,
1721152436.10812,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152436.1175387,,,,,,,,,,,,,,,,,14.7,12.81,1.04,KPA,,,,,,,,,,,,
1721152436.127515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,100.6,206.8,C
1721152436.157536,,,,,,,,,1755.0,2.0,1.72,13.7,,,,,,,,,,,,,,,,,,,,
1721152436.1675262,,,,,,,,,,,,,,,,,14.7,12.73,1.04,KPA,,,,,,,,,,,,
1721152436.1775093,,,,,,,,,,,,,,,,,,,,,1.43,2.68,0.01,0.51,,,,,,,,
1721152436.1875231,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.55,0.01,0.04,,,,
1721152436.1975403,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152436.1981208,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152436.2075186,,,,,,,,,1769.0,2.0,1.72,13.7,,,,,,,,,,,,,,,,,,,,
1721152436.2080963,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152436.218173,,,,,,,,,,,,,,,,,14.7,12.84,1.04,KPA,,,,,,,,,,,,
1721152436.2575293,,,,,,,,,1772.0,2.0,1.72,13.7,,,,,,,,,,,,,,,,,,,,
1721152436.2675562,,,,,,,,,,,,,,,,,14.7,12.71,1.04,KPA,,,,,,,,,,,,
1721152436.277539,,,,,,,,,,,,,,,,,,,,,1.45,2.68,0.01,0.51,,,,,,,,
1721152436.2875197,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.55,0.01,0.04,,,,
1721152436.2975368,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152436.2981212,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152436.3075523,,,,,,,,,1801.0,2.0,1.71,15.3,,,,,,,,,,,,,,,,,,,,
1721152436.3081112,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152436.3184383,,,,,,,,,,,,,,,,,14.7,12.76,1.04,KPA,,,,,,,,,,,,
1721152436.357535,,,,,,,,,1802.0,2.0,1.71,15.3,,,,,,,,,,,,,,,,,,,,
1721152436.3675232,,,,,,,,,,,,,,,,,14.7,12.72,1.04,KPA,,,,,,,,,,,,
1721152436.3775094,,,,,,,,,,,,,,,,,,,,,1.45,2.68,0.01,0.51,,,,,,,,
1721152436.3875296,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.56,0.01,0.04,,,,
1721152436.3975272,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721152436.3981173,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1721152436.4075294,,,,,,,,,1775.0,2.0,1.72,15.3,,,,,,,,,,,,,,,,,,,,
1721152436.4081104,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
1721152436.4192088,,,,,,,,,,,,,,,,,14.7,12.76,1.04,KPA,,,,,,,,,,,,
1721152436.4575357,,,,,,,,,1803.0,2.0,1.71,15.3,,,,,,,,,,,,,,,,,,,,
1721152436.4675324,,,,,,,,,,,,,,,,,14.7,12.72,1.04,KPA,,,,,,,,,,,,
